         t        T1        T2        T3        T4        T5        T6        T7        T8        T9       T10  T_frontera
   11.3000    0.0000    7.2163   14.2848   21.0609   27.4061   33.1911   38.2983   42.6242   46.0813   48.6000     50.6396
   11.3500    0.0000    7.1868   14.2265   20.9749   27.2943   33.0558   38.1424   42.4508   45.8940   48.4026     50.4340
   11.4000    0.0000    7.1574   14.1684   20.8893   27.1830   32.9211   37.9871   42.2781   45.7075   48.2060     50.2292
   11.4500    0.0000    7.1282   14.1105   20.8040   27.0721   32.7870   37.8324   42.1061   45.5217   48.0102     50.0253
   11.5000    0.0000    7.0991   14.0529   20.7191   26.9617   32.6534   37.6784   41.9348   45.3366   47.8151     49.8221
   11.5500    0.0000    7.0701   13.9955   20.6345   26.8517   32.5203   37.5250   41.7643   45.1524   47.6209     49.6198
   11.6000    0.0000    7.0412   13.9383   20.5503   26.7422   32.3878   37.3722   41.5944   44.9688   47.4274     49.4183
   11.6500    0.0000    7.0124   13.8814   20.4665   26.6332   32.2558   37.2201   41.4252   44.7860   47.2347     49.2176
   11.7000    0.0000    6.9838   13.8248   20.3830   26.5246   32.1244   37.0686   41.2567   44.6040   47.0428     49.0178
   11.7500    0.0000    6.9553   13.7683   20.2998   26.4165   31.9936   36.9177   41.0888   44.4226   46.8517     48.8187
   11.8000    0.0000    6.9269   13.7122   20.2170   26.3088   31.8632   36.7674   40.9217   44.2420   46.6613     48.6204
   11.8500    0.0000    6.8986   13.6562   20.1346   26.2016   31.7334   36.6177   40.7552   44.0622   46.4717     48.4229
   11.9000    0.0000    6.8705   13.6005   20.0525   26.0948   31.6042   36.4687   40.5895   43.8831   46.2829     48.2262
   11.9500    0.0000    6.8424   13.5450   19.9707   25.9884   31.4755   36.3202   40.4244   43.7047   46.0948     48.0303
   12.0000    0.0000    6.8145   13.4897   19.8893   25.8825   31.3473   36.1724   40.2599   43.5270   45.9075     47.8352
   12.0500    0.0000    6.7867   13.4347   19.8082   25.7770   31.2196   36.0252   40.0962   43.3500   45.7209     47.6409
   12.1000    0.0000    6.7590   13.3799   19.7274   25.6720   31.0925   35.8786   39.9331   43.1738   45.5351     47.4473
   12.1500    0.0000    6.7315   13.3254   19.6470   25.5674   30.9659   35.7326   39.7707   42.9983   45.3500     47.2546
   12.2000    0.0000    6.7040   13.2710   19.5669   25.4632   30.8398   35.5871   39.6089   42.8235   45.1657     47.0626
   12.2500    0.0000    6.6767   13.2169   19.4872   25.3595   30.7142   35.4423   39.4478   42.6494   44.9822     46.8714
   12.3000    0.0000    6.6494   13.1630   19.4077   25.2562   30.5891   35.2981   39.2873   42.4760   44.7994     46.6809
   12.3500    0.0000    6.6223   13.1094   19.3287   25.1533   30.4646   35.1544   39.1275   42.3033   44.6173     46.4912
   12.4000    0.0000    6.5953   13.0559   19.2499   25.0508   30.3406   35.0114   38.9684   42.1313   44.4359     46.3023
   12.4500    0.0000    6.5684   13.0027   19.1714   24.9488   30.2170   34.8689   38.8099   41.9600   44.2553     46.1142
   12.5000    0.0000    6.5417   12.9497   19.0933   24.8472   30.0940   34.7270   38.6520   41.7894   44.0755     45.9268
   12.5500    0.0000    6.5150   12.8969   19.0155   24.7460   29.9715   34.5857   38.4948   41.6195   43.8963     45.7402
   12.6000    0.0000    6.4884   12.8444   18.9381   24.6452   29.8495   34.4450   38.3382   41.4502   43.7179     45.5543
   12.6500    0.0000    6.4620   12.7920   18.8609   24.5448   29.7280   34.3048   38.1823   41.2817   43.5402     45.3692
   12.7000    0.0000    6.4357   12.7399   18.7841   24.4449   29.6070   34.1652   38.0270   41.1139   43.3632     45.1848
   12.7500    0.0000    6.4094   12.6880   18.7076   24.3454   29.4865   34.0262   37.8723   40.9467   43.1869     45.0012
   12.8000    0.0000    6.3833   12.6363   18.6314   24.2462   29.3664   33.8878   37.7183   40.7802   43.0114     44.8183
   12.8500    0.0000    6.3573   12.5848   18.5555   24.1475   29.2469   33.7499   37.5649   40.6144   42.8365     44.6361
   12.9000    0.0000    6.3314   12.5336   18.4799   24.0492   29.1279   33.6126   37.4121   40.4493   42.6624     44.4547
   12.9500    0.0000    6.3056   12.4825   18.4047   23.9513   29.0093   33.4758   37.2599   40.2848   42.4890     44.2740
   13.0000    0.0000    6.2799   12.4317   18.3297   23.8538   28.8912   33.3396   37.1084   40.1210   42.3162     44.0941
   13.0500    0.0000    6.2543   12.3810   18.2551   23.7566   28.7737   33.2040   36.9575   39.9579   42.1442     43.9148
   13.1000    0.0000    6.2289   12.3306   18.1807   23.6599   28.6566   33.0689   36.8072   39.7954   41.9729     43.7363
   13.1500    0.0000    6.2035   12.2804   18.1067   23.5636   28.5399   32.9344   36.6575   39.6336   41.8022     43.5586
   13.2000    0.0000    6.1782   12.2304   18.0330   23.4677   28.4238   32.8004   36.5084   39.4724   41.6323     43.3815
   13.2500    0.0000    6.1531   12.1806   17.9595   23.3722   28.3081   32.6669   36.3599   39.3119   41.4631     43.2052
   13.3000    0.0000    6.1280   12.1310   17.8864   23.2770   28.1929   32.5340   36.2120   39.1521   41.2945     43.0296
   13.3500    0.0000    6.1030   12.0816   17.8136   23.1823   28.0782   32.4017   36.0647   38.9928   41.1266     42.8546
   13.4000    0.0000    6.0782   12.0324   17.7411   23.0879   27.9639   32.2699   35.9180   38.8343   40.9594     42.6804
   13.4500    0.0000    6.0534   11.9834   17.6689   22.9939   27.8502   32.1386   35.7719   38.6764   40.7929     42.5069
   13.5000    0.0000    6.0288   11.9346   17.5969   22.9004   27.7368   32.0078   35.6265   38.5191   40.6270     42.3341
   13.5500    0.0000    6.0042   11.8860   17.5253   22.8072   27.6240   31.8776   35.4816   38.3625   40.4618     42.1620
   13.6000    0.0000    5.9798   11.8376   17.4539   22.7143   27.5116   31.7479   35.3372   38.2065   40.2973     41.9906
   13.6500    0.0000    5.9554   11.7894   17.3829   22.6219   27.3996   31.6188   35.1935   38.0511   40.1335     41.8199
   13.7000    0.0000    5.9312   11.7414   17.3121   22.5298   27.2881   31.4902   35.0504   37.8964   39.9703     41.6499
   13.7500    0.0000    5.9071   11.6936   17.2417   22.4381   27.1771   31.3621   34.9078   37.7423   39.8078     41.4806
   13.8000    0.0000    5.8830   11.6460   17.1715   22.3468   27.0665   31.2345   34.7659   37.5888   39.6460     41.3120
   13.8500    0.0000    5.8591   11.5986   17.1016   22.2559   26.9564   31.1074   34.6245   37.4360   39.4848     41.1440
   13.9000    0.0000    5.8352   11.5514   17.0320   22.1653   26.8467   30.9809   34.4836   37.2837   39.3242     40.9767
   13.9500    0.0000    5.8114   11.5044   16.9627   22.0751   26.7375   30.8549   34.3434   37.1321   39.1643     40.8102
   14.0000    0.0000    5.7878   11.4576   16.8937   21.9853   26.6287   30.7294   34.2037   36.9811   39.0051     40.6442
   14.0500    0.0000    5.7642   11.4109   16.8249   21.8958   26.5204   30.6044   34.0646   36.8307   38.8465     40.4790
   14.1000    0.0000    5.7408   11.3645   16.7564   21.8067   26.4125   30.4799   33.9261   36.6810   38.6885     40.3144
   14.1500    0.0000    5.7174   11.3182   16.6882   21.7180   26.3050   30.3559   33.7881   36.5318   38.5312     40.1505
   14.2000    0.0000    5.6941   11.2722   16.6203   21.6296   26.1980   30.2324   33.6507   36.3832   38.3746     39.9873
   14.2500    0.0000    5.6710   11.2263   16.5527   21.5416   26.0914   30.1094   33.5138   36.2353   38.2185     39.8247
   14.3000    0.0000    5.6479   11.1806   16.4853   21.4540   25.9853   29.9870   33.3775   36.0879   38.0631     39.6628
   14.3500    0.0000    5.6249   11.1351   16.4183   21.3667   25.8796   29.8650   33.2418   35.9412   37.9083     39.5015
   14.4000    0.0000    5.6020   11.0898   16.3515   21.2798   25.7743   29.7435   33.1066   35.7950   37.7542     39.3409
   14.4500    0.0000    5.5792   11.0447   16.2849   21.1932   25.6695   29.6225   32.9719   35.6495   37.6007     39.1809
   14.5000    0.0000    5.5565   10.9997   16.2187   21.1070   25.5650   29.5020   32.8378   35.5045   37.4478     39.0216
   14.5500    0.0000    5.5339   10.9549   16.1527   21.0211   25.4610   29.3820   32.7043   35.3601   37.2955     38.8630
   14.6000    0.0000    5.5114   10.9104   16.0869   20.9356   25.3575   29.2625   32.5713   35.2163   37.1439     38.7049
   14.6500    0.0000    5.4889   10.8660   16.0215   20.8504   25.2543   29.1435   32.4388   35.0731   36.9928     38.5476
   14.7000    0.0000    5.4666   10.8218   15.9563   20.7656   25.1516   29.0250   32.3069   34.9305   36.8424     38.3908
   14.7500    0.0000    5.4444   10.7777   15.8914   20.6811   25.0493   28.9069   32.1755   34.7884   36.6926     38.2347
   14.8000    0.0000    5.4222   10.7339   15.8267   20.5970   24.9474   28.7893   32.0446   34.6470   36.5434     38.0793
   14.8500    0.0000    5.4001   10.6902   15.7623   20.5132   24.8459   28.6722   31.9143   34.5061   36.3948     37.9244
   14.9000    0.0000    5.3782   10.6467   15.6982   20.4297   24.7448   28.5556   31.7845   34.3657   36.2468     37.7702
   14.9500    0.0000    5.3563   10.6034   15.6343   20.3466   24.6442   28.4395   31.6552   34.2260   36.0994     37.6166
   15.0000    0.0000    5.3345   10.5602   15.5707   20.2638   24.5439   28.3238   31.5265   34.0868   35.9526     37.4637
   15.0500    0.0000    5.3128   10.5173   15.5074   20.1814   24.4441   28.2086   31.3983   33.9482   35.8064     37.3113
   15.1000    0.0000    5.2912   10.4745   15.4443   20.0993   24.3446   28.0939   31.2706   33.8101   35.6608     37.1596
   15.1500    0.0000    5.2696   10.4319   15.3815   20.0175   24.2456   27.9796   31.1434   33.6726   35.5158     37.0085
   15.2000    0.0000    5.2482   10.3894   15.3189   19.9361   24.1470   27.8658   31.0167   33.5357   35.3714     36.8580
   15.2500    0.0000    5.2269   10.3472   15.2566   19.8550   24.0488   27.7525   30.8906   33.3993   35.2275     36.7082
   15.3000    0.0000    5.2056   10.3051   15.1945   19.7742   23.9510   27.6396   30.7650   33.2635   35.0843     36.5589
   15.3500    0.0000    5.1844   10.2631   15.1327   19.6938   23.8535   27.5272   30.6399   33.1282   34.9416     36.4102
   15.4000    0.0000    5.1633   10.2214   15.0711   19.6137   23.7565   27.4152   30.5152   32.9935   34.7995     36.2622
   15.4500    0.0000    5.1423   10.1798   15.0098   19.5339   23.6599   27.3037   30.3911   32.8593   34.6580     36.1147
   15.5000    0.0000    5.1214   10.1384   14.9488   19.4544   23.5636   27.1927   30.2675   32.7257   34.5171     35.9679
   15.5500    0.0000    5.1006   10.0972   14.8879   19.3753   23.4678   27.0821   30.1444   32.5926   34.3767     35.8216
   15.6000    0.0000    5.0798   10.0561   14.8274   19.2965   23.3723   26.9719   30.0218   32.4601   34.2369     35.6759
   15.6500    0.0000    5.0591   10.0152   14.7671   19.2180   23.2773   26.8622   29.8998   32.3281   34.0977     35.5309
   15.7000    0.0000    5.0386    9.9744   14.7070   19.1398   23.1826   26.7530   29.7782   32.1966   33.9590     35.3864
   15.7500    0.0000    5.0181    9.9338   14.6472   19.0620   23.0883   26.6441   29.6570   32.0656   33.8209     35.2425
   15.8000    0.0000    4.9976    9.8934   14.5876   18.9844   22.9944   26.5358   29.5364   31.9352   33.6834     35.0992
   15.8500    0.0000    4.9773    9.8532   14.5283   18.9072   22.9009   26.4279   29.4163   31.8054   33.5464     34.9564
   15.9000    0.0000    4.9571    9.8131   14.4692   18.8303   22.8077   26.3204   29.2967   31.6760   33.4100     34.8143
   15.9500    0.0000    4.9369    9.7732   14.4103   18.7537   22.7150   26.2133   29.1775   31.5472   33.2741     34.6727
   16.0000    0.0000    4.9168    9.7334   14.3517   18.6774   22.6226   26.1067   29.0589   31.4189   33.1388     34.5317
   16.0500    0.0000    4.8968    9.6938   14.2933   18.6015   22.5306   26.0005   28.9407   31.2911   33.0040     34.3913
   16.1000    0.0000    4.8769    9.6544   14.2352   18.5258   22.4389   25.8948   28.8230   31.1639   32.8698     34.2514
   16.1500    0.0000    4.8571    9.6151   14.1773   18.4505   22.3477   25.7895   28.7058   31.0372   32.7361     34.1122
   16.2000    0.0000    4.8373    9.5760   14.1196   18.3754   22.2568   25.6846   28.5890   30.9109   32.6030     33.9734
   16.2500    0.0000    4.8176    9.5371   14.0622   18.3007   22.1662   25.5801   28.4728   30.7852   32.4704     33.8353
   16.3000    0.0000    4.7980    9.4983   14.0050   18.2262   22.0761   25.4761   28.3570   30.6600   32.3384     33.6977
   16.3500    0.0000    4.7785    9.4596   13.9480   18.1521   21.9863   25.3725   28.2416   30.5353   32.2069     33.5607
   16.4000    0.0000    4.7591    9.4212   13.8913   18.0783   21.8969   25.2693   28.1268   30.4112   32.0759     33.4242
   16.4500    0.0000    4.7397    9.3829   13.8348   18.0047   21.8078   25.1665   28.0124   30.2875   31.9455     33.2883
   16.5000    0.0000    4.7204    9.3447   13.7785   17.9315   21.7191   25.0642   27.8985   30.1643   31.8155     33.1529
   16.5500    0.0000    4.7012    9.3067   13.7224   17.8586   21.6308   24.9622   27.7850   30.0416   31.6862     33.0181
   16.6000    0.0000    4.6821    9.2688   13.6666   17.7859   21.5428   24.8607   27.6720   29.9195   31.5573     32.8838
   16.6500    0.0000    4.6631    9.2311   13.6110   17.7136   21.4552   24.7596   27.5595   29.7978   31.4290     32.7501
   16.7000    0.0000    4.6441    9.1936   13.5557   17.6416   21.3679   24.6589   27.4474   29.6766   31.3012     32.6169
   16.7500    0.0000    4.6252    9.1562   13.5005   17.5698   21.2810   24.5586   27.3358   29.5559   31.1739     32.4842
   16.8000    0.0000    4.6064    9.1189   13.4456   17.4983   21.1945   24.4587   27.2246   29.4357   31.0471     32.3521
   16.8500    0.0000    4.5877    9.0818   13.3909   17.4272   21.1083   24.3592   27.1139   29.3160   30.9208     32.2206
   16.9000    0.0000    4.5690    9.0449   13.3365   17.3563   21.0224   24.2602   27.0036   29.1968   30.7951     32.0895
   16.9500    0.0000    4.5504    9.0081   13.2822   17.2857   20.9369   24.1615   26.8938   29.0780   30.6698     31.9590
   17.0000    0.0000    4.5319    8.9715   13.2282   17.2154   20.8518   24.0632   26.7844   28.9598   30.5451     31.8291
   17.0500    0.0000    4.5135    8.9350   13.1744   17.1454   20.7670   23.9654   26.6755   28.8420   30.4209     31.6996
   17.1000    0.0000    4.4951    8.8986   13.1208   17.0756   20.6825   23.8679   26.5670   28.7247   30.2972     31.5707
   17.1500    0.0000    4.4768    8.8625   13.0675   17.0062   20.5984   23.7708   26.4589   28.6079   30.1740     31.4423
   17.2000    0.0000    4.4586    8.8264   13.0143   16.9370   20.5146   23.6742   26.3513   28.4916   30.0513     31.3145
   17.2500    0.0000    4.4405    8.7905   12.9614   16.8681   20.4312   23.5779   26.2442   28.3757   29.9291     31.1871
   17.3000    0.0000    4.4224    8.7548   12.9087   16.7995   20.3481   23.4820   26.1374   28.2603   29.8073     31.0603
   17.3500    0.0000    4.4044    8.7191   12.8562   16.7312   20.2653   23.3865   26.0311   28.1454   29.6861     30.9340
   17.4000    0.0000    4.3865    8.6837   12.8039   16.6632   20.1829   23.2914   25.9253   28.0309   29.5654     30.8082
   17.4500    0.0000    4.3687    8.6484   12.7518   16.5954   20.1008   23.1967   25.8198   27.9169   29.4452     30.6829
   17.5000    0.0000    4.3509    8.6132   12.6999   16.5279   20.0191   23.1023   25.7148   27.8034   29.3254     30.5581
   17.5500    0.0000    4.3332    8.5782   12.6483   16.4607   19.9376   23.0084   25.6102   27.6903   29.2061     30.4338
   17.6000    0.0000    4.3156    8.5433   12.5968   16.3937   19.8566   22.9148   25.5061   27.5777   29.0874     30.3101
   17.6500    0.0000    4.2981    8.5085   12.5456   16.3271   19.7758   22.8216   25.4024   27.4655   28.9691     30.1868
   17.7000    0.0000    4.2806    8.4739   12.4946   16.2606   19.6954   22.7288   25.2991   27.3538   28.8513     30.0640
   17.7500    0.0000    4.2632    8.4395   12.4438   16.1945   19.6153   22.6363   25.1962   27.2426   28.7339     29.9418
   17.8000    0.0000    4.2458    8.4051   12.3932   16.1287   19.5355   22.5443   25.0937   27.1318   28.6171     29.8200
   17.8500    0.0000    4.2286    8.3709   12.3428   16.0631   19.4560   22.4526   24.9916   27.0215   28.5007     29.6987
   17.9000    0.0000    4.2114    8.3369   12.2926   15.9977   19.3769   22.3613   24.8900   26.9116   28.3848     29.5780
   17.9500    0.0000    4.1942    8.3030   12.2426   15.9327   19.2981   22.2703   24.7888   26.8021   28.2694     29.4577
   18.0000    0.0000    4.1772    8.2692   12.1928   15.8679   19.2196   22.1798   24.6880   26.6931   28.1544     29.3379
   18.0500    0.0000    4.1602    8.2356   12.1432   15.8033   19.1415   22.0896   24.5876   26.5846   28.0399     29.2186
   18.1000    0.0000    4.1433    8.2021   12.0938   15.7391   19.0636   21.9997   24.4876   26.4765   27.9259     29.0997
   18.1500    0.0000    4.1264    8.1687   12.0446   15.6750   18.9861   21.9103   24.3880   26.3688   27.8123     28.9814
   18.2000    0.0000    4.1096    8.1355   11.9956   15.6113   18.9089   21.8211   24.2888   26.2615   27.6992     28.8635
   18.2500    0.0000    4.0929    8.1024   11.9468   15.5478   18.8320   21.7324   24.1900   26.1547   27.5865     28.7462
   18.3000    0.0000    4.0763    8.0695   11.8982   15.4846   18.7554   21.6440   24.0916   26.0484   27.4744     28.6293
   18.3500    0.0000    4.0597    8.0367   11.8499   15.4216   18.6791   21.5560   23.9937   25.9424   27.3626     28.5128
   18.4000    0.0000    4.0432    8.0040   11.8017   15.3589   18.6031   21.4683   23.8961   25.8369   27.2513     28.3969
   18.4500    0.0000    4.0267    7.9714   11.7537   15.2964   18.5275   21.3810   23.7989   25.7319   27.1405     28.2814
   18.5000    0.0000    4.0104    7.9390   11.7059   15.2342   18.4521   21.2941   23.7021   25.6272   27.0301     28.1664
   18.5500    0.0000    3.9940    7.9067   11.6583   15.1722   18.3771   21.2075   23.6057   25.5230   26.9202     28.0518
   18.6000    0.0000    3.9778    7.8745   11.6108   15.1105   18.3023   21.1212   23.5097   25.4192   26.8107     27.9377
   18.6500    0.0000    3.9616    7.8425   11.5636   15.0491   18.2279   21.0353   23.4141   25.3158   26.7017     27.8241
   18.7000    0.0000    3.9455    7.8106   11.5166   14.9879   18.1538   20.9498   23.3189   25.2129   26.5931     27.7110
   18.7500    0.0000    3.9295    7.7789   11.4697   14.9269   18.0799   20.8646   23.2240   25.1103   26.4850     27.5983
   18.8000    0.0000    3.9135    7.7472   11.4231   14.8662   18.0064   20.7797   23.1296   25.0082   26.3772     27.4860
   18.8500    0.0000    3.8976    7.7157   11.3766   14.8058   17.9332   20.6952   23.0355   24.9065   26.2700     27.3743
   18.9000    0.0000    3.8817    7.6843   11.3304   14.7455   17.8602   20.6110   22.9418   24.8052   26.1631     27.2629
   18.9500    0.0000    3.8659    7.6531   11.2843   14.6856   17.7876   20.5272   22.8485   24.7043   26.0567     27.1521
   19.0000    0.0000    3.8502    7.6220   11.2384   14.6258   17.7153   20.4437   22.7556   24.6039   25.9508     27.0416
   19.0500    0.0000    3.8345    7.5910   11.1927   14.5664   17.6432   20.3606   22.6631   24.5038   25.8452     26.9317
   19.1000    0.0000    3.8190    7.5601   11.1472   14.5071   17.5715   20.2778   22.5709   24.4041   25.7401     26.8221
   19.1500    0.0000    3.8034    7.5293   11.1018   14.4481   17.5000   20.1953   22.4791   24.3049   25.6354     26.7130
   19.2000    0.0000    3.7880    7.4987   11.0567   14.3894   17.4288   20.1132   22.3877   24.2060   25.5312     26.6044
   19.2500    0.0000    3.7725    7.4682   11.0117   14.3308   17.3580   20.0314   22.2967   24.1076   25.4274     26.4962
   19.3000    0.0000    3.7572    7.4378   10.9669   14.2726   17.2874   19.9499   22.2060   24.0096   25.3239     26.3885
   19.3500    0.0000    3.7419    7.4076   10.9223   14.2145   17.2171   19.8688   22.1157   23.9119   25.2210     26.2811
   19.4000    0.0000    3.7267    7.3775   10.8779   14.1567   17.1470   19.7880   22.0257   23.8147   25.1184     26.1743
   19.4500    0.0000    3.7115    7.3475   10.8337   14.0991   17.0773   19.7075   21.9361   23.7178   25.0162     26.0678
   19.5000    0.0000    3.6965    7.3176   10.7896   14.0418   17.0078   19.6274   21.8469   23.6214   24.9145     25.9618
   19.5500    0.0000    3.6814    7.2878   10.7457   13.9847   16.9387   19.5475   21.7581   23.5253   24.8132     25.8562
   19.6000    0.0000    3.6664    7.2582   10.7020   13.9278   16.8698   19.4680   21.6696   23.4296   24.7123     25.7511
   19.6500    0.0000    3.6515    7.2287   10.6585   13.8712   16.8012   19.3889   21.5815   23.3343   24.6118     25.6463
   19.7000    0.0000    3.6367    7.1993   10.6152   13.8147   16.7329   19.3100   21.4937   23.2394   24.5117     25.5420
   19.7500    0.0000    3.6219    7.1700   10.5720   13.7586   16.6648   19.2315   21.4063   23.1449   24.4120     25.4382
   19.8000    0.0000    3.6072    7.1408   10.5290   13.7026   16.5970   19.1533   21.3192   23.0508   24.3127     25.3347
   19.8500    0.0000    3.5925    7.1118   10.4862   13.6469   16.5295   19.0754   21.2325   22.9571   24.2138     25.2317
   19.9000    0.0000    3.5779    7.0829   10.4435   13.5914   16.4623   18.9978   21.1462   22.8637   24.1154     25.1291
   19.9500    0.0000    3.5633    7.0541   10.4010   13.5361   16.3954   18.9205   21.0602   22.7707   24.0173     25.0269
   20.0000    0.0000    3.5488    7.0254   10.3587   13.4811   16.3287   18.8436   20.9745   22.6781   23.9196     24.9251
   20.0500    0.0000    3.5344    6.9968   10.3166   13.4262   16.2623   18.7669   20.8892   22.5859   23.8223     24.8237
   20.1000    0.0000    3.5200    6.9683   10.2747   13.3716   16.1961   18.6906   20.8043   22.4940   23.7254     24.7228
   20.1500    0.0000    3.5057    6.9400   10.2329   13.3172   16.1303   18.6146   20.7197   22.4025   23.6290     24.6222
   20.2000    0.0000    3.4915    6.9118   10.1913   13.2631   16.0647   18.5389   20.6354   22.3114   23.5329     24.5221
   20.2500    0.0000    3.4773    6.8837   10.1498   13.2091   15.9993   18.4635   20.5515   22.2207   23.4372     24.4224
   20.3000    0.0000    3.4631    6.8557   10.1085   13.1554   15.9343   18.3884   20.4679   22.1303   23.3418     24.3230
   20.3500    0.0000    3.4490    6.8278   10.0674   13.1019   15.8695   18.3136   20.3847   22.0403   23.2469     24.2241
   20.4000    0.0000    3.4350    6.8000   10.0265   13.0486   15.8049   18.2392   20.3018   21.9507   23.1524     24.1256
   20.4500    0.0000    3.4210    6.7724    9.9857   12.9956   15.7406   18.1650   20.2192   21.8614   23.0582     24.0275
   20.5000    0.0000    3.4071    6.7448    9.9451   12.9427   15.6766   18.0911   20.1370   21.7725   22.9644     23.9298
   20.5500    0.0000    3.3933    6.7174    9.9046   12.8901   15.6129   18.0175   20.0551   21.6840   22.8710     23.8325
   20.6000    0.0000    3.3795    6.6901    9.8644   12.8377   15.5494   17.9443   19.9735   21.5958   22.7780     23.7355
   20.6500    0.0000    3.3657    6.6629    9.8242   12.7855   15.4861   17.8713   19.8923   21.5080   22.6854     23.6390
   20.7000    0.0000    3.3520    6.6358    9.7843   12.7335   15.4232   17.7986   19.8114   21.4205   22.5931     23.5429
   20.7500    0.0000    3.3384    6.6088    9.7445   12.6817   15.3604   17.7262   19.7308   21.3334   22.5013     23.4471
   20.8000    0.0000    3.3248    6.5819    9.7049   12.6301   15.2980   17.6541   19.6506   21.2466   22.4097     23.3518
   20.8500    0.0000    3.3113    6.5551    9.6654   12.5787   15.2357   17.5823   19.5707   21.1602   22.3186     23.2568
   20.9000    0.0000    3.2978    6.5285    9.6261   12.5276   15.1738   17.5108   19.4911   21.0742   22.2278     23.1622
   20.9500    0.0000    3.2844    6.5019    9.5869   12.4766   15.1121   17.4396   19.4118   20.9884   22.1374     23.0680
   21.0000    0.0000    3.2711    6.4755    9.5480   12.4259   15.0506   17.3687   19.3328   20.9031   22.0474     22.9742
   21.0500    0.0000    3.2578    6.4492    9.5091   12.3753   14.9894   17.2980   19.2542   20.8181   21.9578     22.8808
   21.1000    0.0000    3.2445    6.4229    9.4705   12.3250   14.9284   17.2277   19.1759   20.7334   21.8685     22.7877
   21.1500    0.0000    3.2313    6.3968    9.4319   12.2749   14.8677   17.1576   19.0979   20.6491   21.7795     22.6950
   21.2000    0.0000    3.2182    6.3708    9.3936   12.2250   14.8073   17.0879   19.0203   20.5651   21.6909     22.6027
   21.2500    0.0000    3.2051    6.3449    9.3554   12.1753   14.7471   17.0184   18.9429   20.4815   21.6027     22.5108
   21.3000    0.0000    3.1921    6.3191    9.3173   12.1257   14.6871   16.9492   18.8659   20.3982   21.5149     22.4193
   21.3500    0.0000    3.1791    6.2934    9.2794   12.0764   14.6273   16.8802   18.7891   20.3152   21.4274     22.3281
   21.4000    0.0000    3.1661    6.2678    9.2417   12.0273   14.5679   16.8116   18.7127   20.2326   21.3402     22.2373
   21.4500    0.0000    3.1533    6.2423    9.2041   11.9784   14.5086   16.7432   18.6366   20.1503   21.2534     22.1469
   21.5000    0.0000    3.1404    6.2169    9.1667   11.9297   14.4496   16.6751   18.5608   20.0684   21.1670     22.0568
   21.5500    0.0000    3.1277    6.1916    9.1294   11.8812   14.3908   16.6073   18.4854   19.9868   21.0809     21.9671
   21.6000    0.0000    3.1150    6.1664    9.0923   11.8328   14.3323   16.5398   18.4102   19.9055   20.9952     21.8778
   21.6500    0.0000    3.1023    6.1414    9.0553   11.7847   14.2740   16.4725   18.3353   19.8245   20.9098     21.7888
   21.7000    0.0000    3.0897    6.1164    9.0185   11.7368   14.2160   16.4055   18.2607   19.7439   20.8248     21.7002
   21.7500    0.0000    3.0771    6.0915    8.9818   11.6891   14.1582   16.3388   18.1865   19.6636   20.7401     21.6119
   21.8000    0.0000    3.0646    6.0667    8.9453   11.6415   14.1006   16.2723   18.1125   19.5836   20.6557     21.5240
   21.8500    0.0000    3.0521    6.0421    8.9089   11.5942   14.0432   16.2062   18.0389   19.5040   20.5717     21.4365
   21.9000    0.0000    3.0397    6.0175    8.8727   11.5470   13.9861   16.1402   17.9655   19.4247   20.4881     21.3493
   21.9500    0.0000    3.0274    5.9930    8.8366   11.5001   13.9292   16.0746   17.8924   19.3457   20.4047     21.2625
   22.0000    0.0000    3.0150    5.9686    8.8006   11.4533   13.8726   16.0092   17.8197   19.2670   20.3218     21.1760
   22.0500    0.0000    3.0028    5.9444    8.7648   11.4067   13.8162   15.9441   17.7472   19.1886   20.2391     21.0899
   22.1000    0.0000    2.9906    5.9202    8.7292   11.3603   13.7600   15.8793   17.6750   19.1106   20.1568     21.0041
   22.1500    0.0000    2.9784    5.8961    8.6937   11.3141   13.7040   15.8147   17.6031   19.0329   20.0748     20.9187
   22.2000    0.0000    2.9663    5.8721    8.6583   11.2681   13.6483   15.7504   17.5315   18.9555   19.9932     20.8336
   22.2500    0.0000    2.9542    5.8483    8.6231   11.2223   13.5928   15.6863   17.4602   18.8784   19.9119     20.7489
   22.3000    0.0000    2.9422    5.8245    8.5881   11.1767   13.5375   15.6225   17.3892   18.8016   19.8309     20.6645
   22.3500    0.0000    2.9302    5.8008    8.5531   11.1312   13.4825   15.5590   17.3185   18.7252   19.7502     20.5805
   22.4000    0.0000    2.9183    5.7772    8.5183   11.0859   13.4276   15.4957   17.2481   18.6490   19.6699     20.4968
   22.4500    0.0000    2.9065    5.7537    8.4837   11.0408   13.3730   15.4327   17.1779   18.5732   19.5899     20.4134
   22.5000    0.0000    2.8946    5.7303    8.4492   10.9959   13.3186   15.3699   17.1081   18.4976   19.5103     20.3304
   22.5500    0.0000    2.8829    5.7070    8.4148   10.9512   13.2645   15.3074   17.0385   18.4224   19.4309     20.2477
   22.6000    0.0000    2.8711    5.6838    8.3806   10.9067   13.2105   15.2452   16.9692   18.3475   19.3519     20.1654
   22.6500    0.0000    2.8595    5.6607    8.3465   10.8623   13.1568   15.1832   16.9002   18.2729   19.2732     20.0834
