# t            x            u_real       u_imag       u_abs
     0.000000     0.000000     1.000000     0.000000     1.000000
     0.000000     0.062832     1.064848     0.000000     1.064848
     0.000000     0.125664     1.133901     0.000000     1.133901
     0.000000     0.188496     1.207432     0.000000     1.207432
     0.000000     0.251327     1.285731     0.000000     1.285731
     0.000000     0.314159     1.369108     0.000000     1.369108
     0.000000     0.376991     1.457891     0.000000     1.457891
     0.000000     0.439823     1.552432     0.000000     1.552432
     0.000000     0.502655     1.653104     0.000000     1.653104
     0.000000     0.565487     1.760304     0.000000     1.760304
     0.000000     0.628319     1.874456     0.000000     1.874456
     0.000000     0.691150     1.996010     0.000000     1.996010
     0.000000     0.753982     2.125447     0.000000     2.125447
     0.000000     0.816814     2.263278     0.000000     2.263278
     0.000000     0.879646     2.410046     0.000000     2.410046
     0.000000     0.942478     2.566332     0.000000     2.566332
     0.000000     1.005310     2.732753     0.000000     2.732753
     0.000000     1.068142     2.909966     0.000000     2.909966
     0.000000     1.130973     3.098671     0.000000     3.098671
     0.000000     1.193805     3.299613     0.000000     3.299613
     0.000000     1.256637     3.513586     0.000000     3.513586
     0.000000     1.319469     3.741434     0.000000     3.741434
     0.000000     1.382301     3.984057     0.000000     3.984057
     0.000000     1.445133     4.242415     0.000000     4.242415
     0.000000     1.507964     4.517526     0.000000     4.517526
     0.000000     1.570796     4.810477     0.000000     4.810477
     0.000000     1.633628     5.122426     0.000000     5.122426
     0.000000     1.696460     5.454604     0.000000     5.454604
     0.000000     1.759292     5.808323     0.000000     5.808323
     0.000000     1.822124     6.184980     0.000000     6.184980
     0.000000     1.884956     6.586062     0.000000     6.586062
     0.000000     1.947787     7.013153     0.000000     7.013153
     0.000000     2.010619     7.467941     0.000000     7.467941
     0.000000     2.073451     7.952220     0.000000     7.952220
     0.000000     2.136283     8.467904     0.000000     8.467904
     0.000000     2.199115     9.017029     0.000000     9.017029
     0.000000     2.261947     9.601763     0.000000     9.601763
     0.000000     2.324779    10.224416     0.000000    10.224416
     0.000000     2.387610    10.887446     0.000000    10.887446
     0.000000     2.450442    11.593473     0.000000    11.593473
     0.000000     2.513274    12.345284     0.000000    12.345284
     0.000000     2.576106    13.145848     0.000000    13.145848
     0.000000     2.638938    13.998327     0.000000    13.998327
     0.000000     2.701770    14.906087     0.000000    14.906087
     0.000000     2.764602    15.872714     0.000000    15.872714
     0.000000     2.827433    16.902024     0.000000    16.902024
     0.000000     2.890265    17.998083     0.000000    17.998083
     0.000000     2.953097    19.165218     0.000000    19.165218
     0.000000     3.015929    20.408040     0.000000    20.408040
     0.000000     3.078761    21.731456     0.000000    21.731456
     0.000000     3.141593    23.140693     0.000000    23.140693

     0.001400     0.000000     0.999999     0.001400     1.000000
     0.001400     0.062832     1.065281    -0.001345     1.065282
     0.001400     0.125664     1.133945    -0.001648     1.133946
     0.001400     0.188496     1.207424    -0.001701     1.207425
     0.001400     0.251327     1.285728    -0.001800     1.285729
     0.001400     0.314159     1.369106    -0.001917     1.369108
     0.001400     0.376991     1.457890    -0.002042     1.457891
     0.001400     0.439823     1.552431    -0.002174     1.552432
     0.001400     0.502655     1.653103    -0.002315     1.653104
     0.001400     0.565487     1.760303    -0.002465     1.760304
     0.001400     0.628319     1.874454    -0.002625     1.874456
     0.001400     0.691150     1.996008    -0.002795     1.996010
     0.001400     0.753982     2.125445    -0.002977     2.125447
     0.001400     0.816814     2.263276    -0.003170     2.263278
     0.001400     0.879646     2.410044    -0.003375     2.410046
     0.001400     0.942478     2.566330    -0.003594     2.566332
     0.001400     1.005310     2.732751    -0.003827     2.732753
     0.001400     1.068142     2.909963    -0.004075     2.909966
     0.001400     1.130973     3.098668    -0.004340     3.098671
     0.001400     1.193805     3.299610    -0.004621     3.299613
     0.001400     1.256637     3.513582    -0.004921     3.513586
     0.001400     1.319469     3.741430    -0.005240     3.741434
     0.001400     1.382301     3.984054    -0.005580     3.984057
     0.001400     1.445133     4.242411    -0.005941     4.242415
     0.001400     1.507964     4.517521    -0.006327     4.517526
     0.001400     1.570796     4.810473    -0.006737     4.810477
     0.001400     1.633628     5.122421    -0.007174     5.122426
     0.001400     1.696460     5.454599    -0.007639     5.454604
     0.001400     1.759292     5.808317    -0.008134     5.808323
     0.001400     1.822124     6.184974    -0.008662     6.184980
     0.001400     1.884956     6.586056    -0.009224     6.586062
