# t            x            u_real       u_imag       u_abs
     0.005600     2.984513    -0.001993     0.226192     0.226201
     0.005600     3.141593    -0.999984    -0.005600     1.000000

     0.007000     0.000000     0.999976     0.007000     1.000000
     0.007000     0.157080     0.856533    -0.005624     0.856551
     0.007000     0.314159     0.730440    -0.005303     0.730459
     0.007000     0.471239     0.624200    -0.004384     0.624215
     0.007000     0.628319     0.533475    -0.003741     0.533488
     0.007000     0.785398     0.455927    -0.003198     0.455938
     0.007000     0.942478     0.389652    -0.002733     0.389661
     0.007000     1.099557     0.333010    -0.002336     0.333018
     0.007000     1.256637     0.284603    -0.001996     0.284610
     0.007000     1.413717     0.243232    -0.001706     0.243238
     0.007000     1.570796     0.207874    -0.001458     0.207880
     0.007000     1.727876     0.177657    -0.001246     0.177661
     0.007000     1.884956     0.151832    -0.001065     0.151836
     0.007000     2.042035     0.129761    -0.000910     0.129764
     0.007000     2.199115     0.110899    -0.000777     0.110902
     0.007000     2.356194     0.094768    -0.000649     0.094770
     0.007000     2.513274     0.080742    -0.000711     0.080745
     0.007000     2.670354     0.070943    -0.004037     0.071058
     0.007000     2.827433     0.097033     0.014977     0.098182
     0.007000     2.984513    -0.030197     0.275961     0.277609
     0.007000     3.141593    -0.999976    -0.007000     1.000000

     0.008400     0.000000     0.999965     0.008400     1.000000
     0.008400     0.157080     0.857328    -0.006564     0.857353
     0.008400     0.314159     0.730487    -0.006449     0.730516
     0.008400     0.471239     0.624181    -0.005266     0.624203
     0.008400     0.628319     0.533468    -0.004489     0.533487
     0.008400     0.785398     0.455922    -0.003838     0.455938
     0.008400     0.942478     0.389647    -0.003280     0.389661
     0.008400     1.099557     0.333007    -0.002803     0.333018
     0.008400     1.256637     0.284599    -0.002396     0.284610
     0.008400     1.413717     0.243229    -0.002047     0.243238
     0.008400     1.570796     0.207872    -0.001750     0.207880
     0.008400     1.727876     0.177655    -0.001495     0.177661
     0.008400     1.884956     0.151830    -0.001278     0.151836
     0.008400     2.042035     0.129760    -0.001092     0.129764
     0.008400     2.199115     0.110900    -0.000932     0.110903
     0.008400     2.356194     0.094751    -0.000763     0.094754
     0.008400     2.513274     0.080504    -0.001012     0.080510
     0.008400     2.670354     0.072630    -0.006378     0.072910
     0.008400     2.827433     0.111396     0.025385     0.114252
     0.008400     2.984513    -0.063387     0.321476     0.327666
     0.008400     3.141593    -0.999965    -0.008400     1.000000

     0.009800     0.000000     0.999952     0.009800     1.000000
     0.009800     0.157080     0.858238    -0.007410     0.858270
     0.009800     0.314159     0.730566    -0.007634     0.730606
     0.009800     0.471239     0.624153    -0.006155     0.624184
     0.009800     0.628319     0.533460    -0.005235     0.533486
     0.009800     0.785398     0.455916    -0.004477     0.455938
     0.009800     0.942478     0.389642    -0.003826     0.389661
     0.009800     1.099557     0.333002    -0.003270     0.333018
     0.009800     1.256637     0.284596    -0.002795     0.284610
     0.009800     1.413717     0.243226    -0.002389     0.243238
     0.009800     1.570796     0.207870    -0.002041     0.207880
     0.009800     1.727876     0.177653    -0.001745     0.177661
     0.009800     1.884956     0.151828    -0.001491     0.151836
     0.009800     2.042035     0.129758    -0.001275     0.129765
     0.009800     2.199115     0.110901    -0.001084     0.110906
     0.009800     2.356194     0.094715    -0.000863     0.094719
     0.009800     2.513274     0.080154    -0.001468     0.080167
     0.009800     2.670354     0.075286    -0.009297     0.075858
     0.009800     2.827433     0.126672     0.039356     0.132645
     0.009800     2.984513    -0.100855     0.362141     0.375923
     0.009800     3.141593    -0.999952    -0.009800     1.000000

     0.011200     0.000000     0.999937     0.011200     1.000000
     0.011200     0.157080     0.859249    -0.008153     0.859287
     0.011200     0.314159     0.730686    -0.008861     0.730739
     0.011200     0.471239     0.624116    -0.007052     0.624156
     0.011200     0.628319     0.533450    -0.005981     0.533483
     0.011200     0.785398     0.455910    -0.005116     0.455939
     0.011200     0.942478     0.389637    -0.004373     0.389661
     0.011200     1.099557     0.332997    -0.003737     0.333018
     0.011200     1.256637     0.284592    -0.003194     0.284610
     0.011200     1.413717     0.243222    -0.002730     0.243238
     0.011200     1.570796     0.207866    -0.002333     0.207880
     0.011200     1.727876     0.177650    -0.001994     0.177661
     0.011200     1.884956     0.151826    -0.001704     0.151836
     0.011200     2.042035     0.129757    -0.001457     0.129765
     0.011200     2.199115     0.110903    -0.001234     0.110910
     0.011200     2.356194     0.094649    -0.000945     0.094654
     0.011200     2.513274     0.079684    -0.002153     0.079713
     0.011200     2.670354     0.079168    -0.012694     0.080179
     0.011200     2.827433     0.142125     0.057110     0.153171
     0.011200     2.984513    -0.141815     0.397483     0.422024
     0.011200     3.141593    -0.999937    -0.011200     1.000000

     0.012600     0.000000     0.999921     0.012600     1.000000
     0.012600     0.157080     0.860346    -0.008783     0.860391
     0.012600     0.314159     0.730857    -0.010129     0.730927
     0.012600     0.471239     0.624069    -0.007961     0.624120
     0.012600     0.628319     0.533436    -0.006725     0.533479
     0.012600     0.785398     0.455903    -0.005756     0.455939
     0.012600     0.942478     0.389630    -0.004920     0.389661
     0.012600     1.099557     0.332992    -0.004205     0.333018
     0.012600     1.256637     0.284587    -0.003593     0.284610
     0.012600     1.413717     0.243218    -0.003071     0.243238
     0.012600     1.570796     0.207863    -0.002625     0.207880
     0.012600     1.727876     0.177647    -0.002243     0.177661
     0.012600     1.884956     0.151824    -0.001917     0.151836
     0.012600     2.042035     0.129756    -0.001640     0.129766
     0.012600     2.199115     0.110908    -0.001378     0.110917
     0.012600     2.356194     0.094536    -0.001009     0.094541
     0.012600     2.513274     0.079104    -0.003154     0.079167
     0.012600     2.670354     0.084521    -0.016397     0.086097
     0.012600     2.827433     0.156988     0.078722     0.175620
     0.012600     2.984513    -0.185427     0.427165     0.465675
     0.012600     3.141593    -0.999921    -0.012600     1.000000

     0.014000     0.000000     0.999902     0.014000     1.000000
     0.014000     0.157080     0.861514    -0.009295     0.861565
     0.014000     0.314159     0.731089    -0.011436     0.731179
     0.014000     0.471239     0.624011    -0.008887     0.624074
     0.014000     0.628319     0.533419    -0.007467     0.533471
     0.014000     0.785398     0.455895    -0.006394     0.455940
     0.014000     0.942478     0.389623    -0.005466     0.389661
     0.014000     1.099557     0.332986    -0.004672     0.333018
     0.014000     1.256637     0.284582    -0.003993     0.284610
     0.014000     1.413717     0.243214    -0.003412     0.243238
     0.014000     1.570796     0.207859    -0.002916     0.207880
     0.014000     1.727876     0.177644    -0.002492     0.177661
     0.014000     1.884956     0.151821    -0.002130     0.151836
     0.014000     2.042035     0.129755    -0.001822     0.129768
     0.014000     2.199115     0.110916    -0.001513     0.110926
     0.014000     2.356194     0.094352    -0.001054     0.094357
     0.014000     2.513274     0.078447    -0.004569     0.078580
     0.014000     2.670354     0.091564    -0.020166     0.093758
     0.014000     2.827433     0.170490     0.104116     0.199768
     0.014000     2.984513    -0.230821     0.450991     0.506628
     0.014000     3.141593    -0.999902    -0.014000     1.000000

     0.015400     0.000000     0.999881     0.015399     1.000000
     0.015400     0.157080     0.862739    -0.009685     0.862793
     0.015400     0.314159     0.731394    -0.012776     0.731505
     0.015400     0.471239     0.623941    -0.009835     0.624019
     0.015400     0.628319     0.533396    -0.008208     0.533459
     0.015400     0.785398     0.455886    -0.007032     0.455940
     0.015400     0.942478     0.389615    -0.006013     0.389661
     0.015400     1.099557     0.332979    -0.005139     0.333018
     0.015400     1.256637     0.284576    -0.004392     0.284610
     0.015400     1.413717     0.243209    -0.003753     0.243238
     0.015400     1.570796     0.207855    -0.003208     0.207880
     0.015400     1.727876     0.177640    -0.002741     0.177661
     0.015400     1.884956     0.151817    -0.002344     0.151836
     0.015400     2.042035     0.129756    -0.002006     0.129772
     0.015400     2.199115     0.110925    -0.001633     0.110937
     0.015400     2.356194     0.094070    -0.001088     0.094076
     0.015400     2.513274     0.077770    -0.006499     0.078041
     0.015400     2.670354     0.100468    -0.023699     0.103225
     0.015400     2.827433     0.181885     0.133073     0.225367
     0.015400     2.984513    -0.277121     0.468908     0.544675
     0.015400     3.141593    -0.999881    -0.015399     1.000000

     0.016800     0.000000     0.999859     0.016799     1.000000
     0.016800     0.157080     0.864003    -0.009953     0.864060
     0.016800     0.314159     0.731778    -0.014143     0.731915
     0.016800     0.471239     0.623862    -0.010808     0.623956
     0.016800     0.628319     0.533367    -0.008946     0.533442
     0.016800     0.785398     0.455877    -0.007669     0.455942
     0.016800     0.942478     0.389607    -0.006560     0.389662
     0.016800     1.099557     0.332971    -0.005606     0.333018
     0.016800     1.256637     0.284569    -0.004791     0.284610
     0.016800     1.413717     0.243203    -0.004095     0.243238
     0.016800     1.570796     0.207850    -0.003499     0.207880
     0.016800     1.727876     0.177636    -0.002991     0.177661
     0.016800     1.884956     0.151814    -0.002557     0.151835
     0.016800     2.042035     0.129760    -0.002189     0.129778
     0.016800     2.199115     0.110934    -0.001733     0.110948
     0.016800     2.356194     0.093659    -0.001126     0.093666
     0.016800     2.513274     0.077161    -0.009043     0.077689
     0.016800     2.670354     0.111346    -0.026640     0.114488
     0.016800     2.827433     0.190480     0.165230     0.252158
     0.016800     2.984513    -0.323470     0.480999     0.579648
     0.016800     3.141593    -0.999859    -0.016799     1.000000

     0.018200     0.000000     0.999834     0.018199     1.000000
     0.018200     0.157080     0.865291    -0.010099     0.865350
     0.018200     0.314159     0.732251    -0.015530     0.732416
     0.018200     0.471239     0.623775    -0.011814     0.623887
     0.018200     0.628319     0.533329    -0.009684     0.533417
     0.018200     0.785398     0.455867    -0.008305     0.455943
     0.018200     0.942478     0.389597    -0.007106     0.389662
     0.018200     1.099557     0.332963    -0.006073     0.333018
     0.018200     1.256637     0.284562    -0.005190     0.284610
     0.018200     1.413717     0.243197    -0.004436     0.243238
     0.018200     1.570796     0.207845    -0.003791     0.207880
     0.018200     1.727876     0.177632    -0.003240     0.177661
     0.018200     1.884956     0.151810    -0.002771     0.151835
     0.018200     2.042035     0.129767    -0.002372     0.129789
     0.018200     2.199115     0.110940    -0.001805     0.110954
     0.018200     2.356194     0.093085    -0.001191     0.093093
     0.018200     2.513274     0.076738    -0.012292     0.077717
     0.018200     2.670354     0.124239    -0.028594     0.127487
     0.018200     2.827433     0.195660     0.200103     0.279864
     0.018200     2.984513    -0.369049     0.487482     0.611421
     0.018200     3.141593    -0.999834    -0.018199     1.000000

     0.019600     0.000000     0.999808     0.019599     1.000000
     0.019600     0.157080     0.866590    -0.010125     0.866650
     0.019600     0.314159     0.732819    -0.016926     0.733014
     0.019600     0.471239     0.623684    -0.012857     0.623817
     0.019600     0.628319     0.533280    -0.010421     0.533382
     0.019600     0.785398     0.455857    -0.008939     0.455944
     0.019600     0.942478     0.389588    -0.007653     0.389663
     0.019600     1.099557     0.332954    -0.006540     0.333018
     0.019600     1.256637     0.284555    -0.005589     0.284610
     0.019600     1.413717     0.243191    -0.004777     0.243238
     0.019600     1.570796     0.207839    -0.004083     0.207880
     0.019600     1.727876     0.177627    -0.003489     0.177661
     0.019600     1.884956     0.151806    -0.002986     0.151836
     0.019600     2.042035     0.129780    -0.002553     0.129805
     0.019600     2.199115     0.110936    -0.001839     0.110951
     0.019600     2.356194     0.092312    -0.001318     0.092322
     0.019600     2.513274     0.076653    -0.016320     0.078371
     0.019600     2.670354     0.139106    -0.029140     0.142126
     0.019600     2.827433     0.196909     0.237096     0.308201
     0.019600     2.984513    -0.413107     0.488695     0.639906
     0.019600     3.141593    -0.999808    -0.019599     1.000000

     0.021000     0.000000     0.999780     0.020998     1.000000
     0.021000     0.157080     0.867886    -0.010039     0.867944
     0.021000     0.314159     0.733487    -0.018320     0.733715
     0.021000     0.471239     0.623593    -0.013942     0.623749
     0.021000     0.628319     0.533219    -0.011158     0.533336
     0.021000     0.785398     0.455845    -0.009571     0.455945
     0.021000     0.942478     0.389578    -0.008200     0.389664
     0.021000     1.099557     0.332945    -0.007008     0.333018
     0.021000     1.256637     0.284546    -0.005989     0.284610
     0.021000     1.413717     0.243184    -0.005118     0.243238
     0.021000     1.570796     0.207834    -0.004374     0.207880
     0.021000     1.727876     0.177621    -0.003738     0.177661
     0.021000     1.884956     0.151802    -0.003202     0.151836
     0.021000     2.042035     0.129800    -0.002732     0.129829
     0.021000     2.199115     0.110912    -0.001825     0.110927
     0.021000     2.356194     0.091308    -0.001555     0.091321
     0.021000     2.513274     0.077082    -0.021173     0.079937
     0.021000     2.670354     0.155819    -0.027853     0.158289
     0.021000     2.827433     0.193832     0.275527     0.336877
     0.021000     2.984513    -0.454967     0.485083     0.665057
     0.021000     3.141593    -0.999780    -0.020998     1.000000

     0.022400     0.000000     0.999749     0.022398     1.000000
     0.022400     0.157080     0.869167    -0.009845     0.869223
     0.022400     0.314159     0.734256    -0.019701     0.734521
     0.022400     0.471239     0.623506    -0.015074     0.623689
     0.022400     0.628319     0.533143    -0.011897     0.533276
     0.022400     0.785398     0.455832    -0.010199     0.455946
     0.022400     0.942478     0.389568    -0.008746     0.389666
     0.022400     1.099557     0.332934    -0.007475     0.333018
     0.022400     1.256637     0.284538    -0.006388     0.284609
     0.022400     1.413717     0.243176    -0.005459     0.243238
     0.022400     1.570796     0.207827    -0.004666     0.207880
     0.022400     1.727876     0.177615    -0.003988     0.177660
     0.022400     1.884956     0.151799    -0.003420     0.151838
     0.022400     2.042035     0.129831    -0.002905     0.129863
     0.022400     2.199115     0.110855    -0.001752     0.110869
     0.022400     2.356194     0.090043    -0.001962     0.090064
     0.022400     2.513274     0.078228    -0.026867     0.082713
     0.022400     2.670354     0.174160    -0.024317     0.175849
     0.022400     2.827433     0.186165     0.314650     0.365598
     0.022400     2.984513    -0.494054     0.477182     0.686871
     0.022400     3.141593    -0.999749    -0.022398     1.000000

     0.023800     0.000000     0.999717     0.023798     1.000000
     0.023800     0.157080     0.870422    -0.009552     0.870474
     0.023800     0.314159     0.735130    -0.021055     0.735431
     0.023800     0.471239     0.623432    -0.016257     0.623644
     0.023800     0.628319     0.533050    -0.012640     0.533200
     0.023800     0.785398     0.455817    -0.010824     0.455945
     0.023800     0.942478     0.389557    -0.009293     0.389668
     0.023800     1.099557     0.332924    -0.007942     0.333018
     0.023800     1.256637     0.284529    -0.006787     0.284609
     0.023800     1.413717     0.243168    -0.005800     0.243238
     0.023800     1.570796     0.207820    -0.004957     0.207880
     0.023800     1.727876     0.177609    -0.004237     0.177659
     0.023800     1.884956     0.151797    -0.003639     0.151840
     0.023800     2.042035     0.129874    -0.003069     0.129910
     0.023800     2.199115     0.110747    -0.001612     0.110759
     0.023800     2.356194     0.088498    -0.002617     0.088537
     0.023800     2.513274     0.080311    -0.033377     0.086971
     0.023800     2.670354     0.193821    -0.018147     0.194668
     0.023800     2.827433     0.173786     0.353683     0.394073
     0.023800     2.984513    -0.529897     0.465596     0.705387
     0.023800     3.141593    -0.999717    -0.023798     1.000000

     0.025200     0.000000     0.999682     0.025197     1.000000
     0.025200     0.157080     0.871642    -0.009169     0.871690
     0.025200     0.314159     0.736105    -0.022372     0.736445
     0.025200     0.471239     0.623376    -0.017495     0.623622
     0.025200     0.628319     0.532938    -0.013390     0.533106
     0.025200     0.785398     0.455799    -0.011444     0.455943
     0.025200     0.942478     0.389547    -0.009839     0.389671
     0.025200     1.099557     0.332912    -0.008410     0.333019
     0.025200     1.256637     0.284519    -0.007186     0.284609
     0.025200     1.413717     0.243160    -0.006142     0.243238
     0.025200     1.570796     0.207813    -0.005248     0.207879
     0.025200     1.727876     0.177602    -0.004487     0.177658
     0.025200     1.884956     0.151796    -0.003861     0.151845
     0.025200     2.042035     0.129933    -0.003219     0.129972
     0.025200     2.199115     0.110562    -0.001395     0.110571
     0.025200     2.356194     0.086666    -0.003605     0.086741
     0.025200     2.513274     0.083563    -0.040629     0.092917
     0.025200     2.670354     0.214412    -0.009009     0.214602
     0.025200     2.827433     0.156718     0.391835     0.422014
     0.025200     2.984513    -0.562143     0.450980     0.720686
     0.025200     3.141593    -0.999682    -0.025197     1.000000

     0.026600     0.000000     0.999646     0.026597     1.000000
     0.026600     0.157080     0.872821    -0.008706     0.872864
     0.026600     0.314159     0.737179    -0.023638     0.737558
     0.026600     0.471239     0.623348    -0.018788     0.623632
     0.026600     0.628319     0.532804    -0.014151     0.532992
     0.026600     0.785398     0.455778    -0.012059     0.455937
     0.026600     0.942478     0.389537    -0.010384     0.389676
     0.026600     1.099557     0.332900    -0.008878     0.333019
     0.026600     1.256637     0.284508    -0.007585     0.284609
     0.026600     1.413717     0.243151    -0.006483     0.243238
     0.026600     1.570796     0.207805    -0.005540     0.207879
