# t            x            u_real       u_imag       u_abs
     0.015400     1.884956     6.585866    -0.050817     6.586062
     0.015400     2.042035     7.706048    -0.059460     7.706277
     0.015400     2.199115     9.016760    -0.069573     9.017029
     0.015400     2.356194    10.550409    -0.081407    10.550723
     0.015400     2.513274    12.344922    -0.095266    12.345290
     0.015400     2.670354    14.444857    -0.111372    14.445286
     0.015400     2.827433    16.900659    -0.127709    16.901141
     0.015400     2.984513    19.749614    -0.157980    19.750246
     0.015400     3.141593    23.137949    -0.356353    23.140693

     0.016800     0.000000     0.999859    -0.016799     1.000000
     0.016800     0.157080     1.168686    -0.010149     1.168730
     0.016800     0.314159     1.369007    -0.011374     1.369054
     0.016800     0.471239     1.601933    -0.013479     1.601990
     0.016800     0.628319     1.874390    -0.015778     1.874457
     0.016800     0.785398     2.193202    -0.018461     2.193280
     0.016800     0.942478     2.566241    -0.021601     2.566332
     0.016800     1.099557     3.002730    -0.025275     3.002837
     0.016800     1.256637     3.513461    -0.029575     3.513586
     0.016800     1.413717     4.111062    -0.034605     4.111207
     0.016800     1.570796     4.810307    -0.040491     4.810477
     0.016800     1.727876     5.628486    -0.047378     5.628686
     0.016800     1.884956     6.585829    -0.055436     6.586062
     0.016800     2.042035     7.706004    -0.064865     7.706277
     0.016800     2.199115     9.016709    -0.075898     9.017029
     0.016800     2.356194    10.550349    -0.088808    10.550723
     0.016800     2.513274    12.344856    -0.103932    12.345294
     0.016800     2.670354    14.444856    -0.121461    14.445367
     0.016800     2.827433    16.900216    -0.138805    16.900786
     0.016800     2.984513    19.744666    -0.173409    19.745428
     0.016800     3.141593    23.137427    -0.388745    23.140693

     0.018200     0.000000     0.999834    -0.018199     1.000000
     0.018200     0.157080     1.168455    -0.011048     1.168507
     0.018200     0.314159     1.368980    -0.012297     1.369035
     0.018200     0.471239     1.601928    -0.014600     1.601994
     0.018200     0.628319     1.874379    -0.017094     1.874457
     0.018200     0.785398     2.193189    -0.020000     2.193280
     0.018200     0.942478     2.566226    -0.023401     2.566332
     0.018200     1.099557     3.002712    -0.027382     3.002837
     0.018200     1.256637     3.513440    -0.032039     3.513586
     0.018200     1.413717     4.111036    -0.037488     4.111207
     0.018200     1.570796     4.810277    -0.043865     4.810477
     0.018200     1.727876     5.628452    -0.051326     5.628686
     0.018200     1.884956     6.585788    -0.060056     6.586062
     0.018200     2.042035     7.705957    -0.070270     7.706277
     0.018200     2.199115     9.016654    -0.082223     9.017029
     0.018200     2.356194    10.550284    -0.096209    10.550722
     0.018200     2.513274    12.344786    -0.112600    12.345300
     0.018200     2.670354    14.444868    -0.131533    14.445467
     0.018200     2.827433    16.899673    -0.149784    16.900336
     0.018200     2.984513    19.739369    -0.189099    19.740275
     0.018200     3.141593    23.136860    -0.421137    23.140693

     0.019600     0.000000     0.999808    -0.019599     1.000000
     0.019600     0.157080     1.168210    -0.011959     1.168271
     0.019600     0.314159     1.368947    -0.013214     1.369011
     0.019600     0.471239     1.601923    -0.015720     1.602000
     0.019600     0.628319     1.874367    -0.018409     1.874457
     0.019600     0.785398     2.193174    -0.021538     2.193280
     0.019600     0.942478     2.566209    -0.025201     2.566332
     0.019600     1.099557     3.002692    -0.029488     3.002837
