         t        T1        T2        T3        T4        T5        T6        T7        T8        T9       T10  T_frontera
   11.2000    0.0000    7.2614   14.3742   21.1929   27.5781   33.3997   38.5393   42.8929   46.3722   48.9071     50.9598
   11.2500    0.0000    7.2317   14.3154   21.1062   27.4653   33.2633   38.3821   42.7180   46.1833   48.7080     50.7525
   11.3000    0.0000    7.2021   14.2568   21.0198   27.3531   33.1275   38.2255   42.5439   45.9952   48.5098     50.5460
   11.3500    0.0000    7.1726   14.1985   20.9339   27.2413   32.9922   38.0696   42.3705   45.8079   48.3123     50.3403
   11.4000    0.0000    7.1433   14.1404   20.8483   27.1300   32.8575   37.9143   42.1978   45.6213   48.1156     50.1355
   11.4500    0.0000    7.1140   14.0825   20.7631   27.0192   32.7234   37.7596   42.0258   45.4354   47.9197     49.9315
   11.5000    0.0000    7.0849   14.0249   20.6782   26.9088   32.5898   37.6056   41.8545   45.2504   47.7246     49.7283
   11.5500    0.0000    7.0559   13.9676   20.5936   26.7989   32.4567   37.4522   41.6839   45.0660   47.5303     49.5259
   11.6000    0.0000    7.0271   13.9105   20.5095   26.6894   32.3243   37.2995   41.5140   44.8825   47.3368     49.3243
   11.6500    0.0000    6.9983   13.8536   20.4257   26.5804   32.1923   37.1473   41.3448   44.6996   47.1441     49.1236
   11.7000    0.0000    6.9697   13.7970   20.3422   26.4718   32.0609   36.9958   41.1763   44.5175   46.9521     48.9236
   11.7500    0.0000    6.9412   13.7406   20.2591   26.3637   31.9301   36.8449   41.0084   44.3362   46.7609     48.7245
   11.8000    0.0000    6.9128   13.6844   20.1763   26.2561   31.7998   36.6947   40.8413   44.1556   46.5705     48.5261
   11.8500    0.0000    6.8846   13.6285   20.0939   26.1489   31.6700   36.5450   40.6748   43.9757   46.3809     48.3286
   11.9000    0.0000    6.8564   13.5728   20.0118   26.0421   31.5408   36.3960   40.5090   43.7966   46.1920     48.1319
   11.9500    0.0000    6.8284   13.5173   19.9300   25.9358   31.4121   36.2475   40.3439   43.6181   46.0039     47.9359
   12.0000    0.0000    6.8005   13.4621   19.8486   25.8299   31.2839   36.0997   40.1795   43.4405   45.8165     47.7408
   12.0500    0.0000    6.7727   13.4071   19.7676   25.7244   31.1563   35.9525   40.0157   43.2635   45.6300     47.5464
   12.1000    0.0000    6.7451   13.3523   19.6869   25.6194   31.0292   35.8059   39.8526   43.0872   45.4441     47.3528
   12.1500    0.0000    6.7175   13.2978   19.6065   25.5149   30.9026   35.6599   39.6902   42.9117   45.2590     47.1600
   12.2000    0.0000    6.6900   13.2434   19.5264   25.4107   30.7765   35.5145   39.5284   42.7369   45.0747     46.9680
   12.2500    0.0000    6.6627   13.1894   19.4467   25.3070   30.6509   35.3697   39.3673   42.5628   44.8911     46.7768
   12.3000    0.0000    6.6355   13.1355   19.3673   25.2037   30.5259   35.2255   39.2069   42.3893   44.7083     46.5863
   12.3500    0.0000    6.6084   13.0819   19.2882   25.1009   30.4014   35.0818   39.0471   42.2166   44.5262     46.3966
   12.4000    0.0000    6.5814   13.0284   19.2095   24.9984   30.2774   34.9388   38.8880   42.0447   44.3449     46.2077
   12.4500    0.0000    6.5545   12.9752   19.1311   24.8964   30.1539   34.7963   38.7295   41.8734   44.1642     46.0195
   12.5000    0.0000    6.5278   12.9223   19.0530   24.7948   30.0309   34.6545   38.5716   41.7028   43.9843     45.8321
   12.5500    0.0000    6.5011   12.8695   18.9752   24.6937   29.9084   34.5132   38.4144   41.5328   43.8052     45.6454
   12.6000    0.0000    6.4746   12.8170   18.8978   24.5929   29.7864   34.3725   38.2579   41.3636   43.6268     45.4595
   12.6500    0.0000    6.4481   12.7646   18.8206   24.4926   29.6649   34.2323   38.1019   41.1951   43.4490     45.2744
   12.7000    0.0000    6.4218   12.7125   18.7438   24.3927   29.5439   34.0928   37.9466   41.0273   43.2721     45.0900
   12.7500    0.0000    6.3956   12.6607   18.6673   24.2932   29.4235   33.9538   37.7920   40.8601   43.0958     44.9064
   12.8000    0.0000    6.3695   12.6090   18.5912   24.1940   29.3035   33.8154   37.6380   40.6936   42.9202     44.7235
   12.8500    0.0000    6.3435   12.5575   18.5153   24.0954   29.1840   33.6775   37.4846   40.5278   42.7454     44.5413
   12.9000    0.0000    6.3176   12.5063   18.4398   23.9971   29.0649   33.5402   37.3318   40.3627   42.5713     44.3599
   12.9500    0.0000    6.2918   12.4552   18.3645   23.8992   28.9464   33.4035   37.1797   40.1982   42.3979     44.1792
   13.0000    0.0000    6.2661   12.4044   18.2896   23.8017   28.8284   33.2673   37.0281   40.0344   42.2251     43.9993
   13.0500    0.0000    6.2406   12.3538   18.2150   23.7046   28.7108   33.1317   36.8772   39.8713   42.0531     43.8201
   13.1000    0.0000    6.2151   12.3034   18.1407   23.6079   28.5938   32.9966   36.7269   39.7089   41.8818     43.6416
   13.1500    0.0000    6.1897   12.2532   18.0667   23.5116   28.4772   32.8621   36.5773   39.5471   41.7112     43.4638
   13.2000    0.0000    6.1645   12.2032   17.9930   23.4157   28.3610   32.7282   36.4282   39.3859   41.5413     43.2868
   13.2500    0.0000    6.1393   12.1534   17.9196   23.3203   28.2454   32.5947   36.2797   39.2254   41.3720     43.1105
   13.3000    0.0000    6.1143   12.1038   17.8465   23.2251   28.1302   32.4619   36.1319   39.0656   41.2035     42.9348
   13.3500    0.0000    6.0893   12.0544   17.7737   23.1304   28.0156   32.3295   35.9846   38.9064   41.0356     42.7600
   13.4000    0.0000    6.0645   12.0053   17.7012   23.0361   27.9013   32.1978   35.8380   38.7479   40.8684     42.5858
   13.4500    0.0000    6.0397   11.9563   17.6290   22.9422   27.7876   32.0665   35.6919   38.5900   40.7019     42.4123
   13.5000    0.0000    6.0151   11.9075   17.5571   22.8486   27.6743   31.9358   35.5465   38.4328   40.5361     42.2395
   13.5500    0.0000    5.9906   11.8589   17.4855   22.7554   27.5614   31.8056   35.4016   38.2762   40.3709     42.0674
   13.6000    0.0000    5.9661   11.8106   17.4142   22.6626   27.4491   31.6760   35.2573   38.1202   40.2065     41.8961
   13.6500    0.0000    5.9418   11.7624   17.3431   22.5702   27.3372   31.5469   35.1136   37.9649   40.0427     41.7254
   13.7000    0.0000    5.9176   11.7144   17.2724   22.4782   27.2257   31.4183   34.9705   37.8102   39.8795     41.5554
   13.7500    0.0000    5.8934   11.6667   17.2020   22.3866   27.1147   31.2902   34.8280   37.6561   39.7170     41.3861
   13.8000    0.0000    5.8694   11.6191   17.1318   22.2953   27.0042   31.1627   34.6861   37.5027   39.5552     41.2175
   13.8500    0.0000    5.8454   11.5717   17.0620   22.2044   26.8941   31.0357   34.5447   37.3499   39.3941     41.0496
   13.9000    0.0000    5.8216   11.5245   16.9924   22.1138   26.7845   30.9092   34.4039   37.1977   39.2335     40.8824
   13.9500    0.0000    5.7979   11.4775   16.9231   22.0237   26.6753   30.7832   34.2637   37.0461   39.0737     40.7158
   14.0000    0.0000    5.7742   11.4307   16.8541   21.9339   26.5665   30.6577   34.1241   36.8951   38.9145     40.5499
   14.0500    0.0000    5.7507   11.3841   16.7854   21.8445   26.4582   30.5328   33.9850   36.7448   38.7559     40.3847
   14.1000    0.0000    5.7272   11.3377   16.7169   21.7554   26.3504   30.4083   33.8465   36.5951   38.5980     40.2202
   14.1500    0.0000    5.7039   11.2914   16.6488   21.6667   26.2430   30.2844   33.7086   36.4460   38.4408     40.0563
   14.2000    0.0000    5.6806   11.2454   16.5809   21.5784   26.1360   30.1609   33.5712   36.2974   38.2841     39.8931
   14.2500    0.0000    5.6574   11.1995   16.5133   21.4904   26.0295   30.0380   33.4344   36.1495   38.1281     39.7306
   14.3000    0.0000    5.6344   11.1539   16.4460   21.4028   25.9234   29.9156   33.2982   36.0022   37.9728     39.5687
   14.3500    0.0000    5.6114   11.1084   16.3789   21.3155   25.8177   29.7936   33.1625   35.8555   37.8181     39.4075
   14.4000    0.0000    5.5885   11.0631   16.3121   21.2286   25.7124   29.6722   33.0273   35.7094   37.6640     39.2469
   14.4500    0.0000    5.5657   11.0180   16.2456   21.1421   25.6076   29.5513   32.8927   35.5639   37.5105     39.0870
   14.5000    0.0000    5.5430   10.9731   16.1794   21.0559   25.5033   29.4308   32.7587   35.4190   37.3577     38.9278
   14.5500    0.0000    5.5204   10.9283   16.1134   20.9701   25.3993   29.3109   32.6252   35.2747   37.2054     38.7692
   14.6000    0.0000    5.4979   10.8838   16.0477   20.8846   25.2958   29.1914   32.4922   35.1309   37.0538     38.6112
   14.6500    0.0000    5.4755   10.8394   15.9823   20.7995   25.1927   29.0725   32.3598   34.9878   36.9029     38.4539
   14.7000    0.0000    5.4532   10.7952   15.9172   20.7147   25.0900   28.9540   32.2279   34.8452   36.7525     38.2972
   14.7500    0.0000    5.4309   10.7512   15.8523   20.6302   24.9877   28.8360   32.0966   34.7032   36.6027     38.1412
   14.8000    0.0000    5.4088   10.7074   15.7876   20.5461   24.8859   28.7184   31.9658   34.5618   36.4536     37.9858
   14.8500    0.0000    5.3868   10.6637   15.7233   20.4624   24.7844   28.6014   31.8355   34.4209   36.3051     37.8310
   14.9000    0.0000    5.3648   10.6202   15.6592   20.3790   24.6834   28.4848   31.7058   34.2807   36.1571     37.6768
   14.9500    0.0000    5.3429   10.5769   15.5954   20.2959   24.5828   28.3687   31.5766   34.1410   36.0098     37.5233
   15.0000    0.0000    5.3211   10.5338   15.5318   20.2132   24.4826   28.2531   31.4479   34.0019   35.8631     37.3704
   15.0500    0.0000    5.2994   10.4909   15.4685   20.1308   24.3828   28.1380   31.3197   33.8633   35.7169     37.2182
   15.1000    0.0000    5.2778   10.4481   15.4054   20.0487   24.2834   28.0233   31.1921   33.7253   35.5714     37.0665
   15.1500    0.0000    5.2563   10.4055   15.3426   19.9670   24.1845   27.9091   31.0650   33.5879   35.4264     36.9155
   15.2000    0.0000    5.2349   10.3631   15.2801   19.8856   24.0859   27.7953   30.9384   33.4510   35.2821     36.7651
   15.2500    0.0000    5.2136   10.3209   15.2178   19.8046   23.9877   27.6821   30.8123   33.3147   35.1383     36.6152
   15.3000    0.0000    5.1923   10.2788   15.1558   19.7238   23.8900   27.5692   30.6867   33.1789   34.9951     36.4660
   15.3500    0.0000    5.1711   10.2369   15.0940   19.6434   23.7926   27.4569   30.5617   33.0437   34.8525     36.3175
   15.4000    0.0000    5.1501   10.1952   15.0325   19.5634   23.6956   27.3450   30.4371   32.9091   34.7105     36.1695
   15.4500    0.0000    5.1291   10.1536   14.9712   19.4836   23.5990   27.2335   30.3131   32.7750   34.5691     36.0221
   15.5000    0.0000    5.1082   10.1122   14.9102   19.4042   23.5029   27.1226   30.1896   32.6414   34.4282     35.8753
   15.5500    0.0000    5.0873   10.0710   14.8494   19.3251   23.4071   27.0120   30.0665   32.5084   34.2879     35.7291
   15.6000    0.0000    5.0666   10.0299   14.7889   19.2464   23.3117   26.9019   29.9440   32.3759   34.1482     35.5835
   15.6500    0.0000    5.0459    9.9891   14.7286   19.1679   23.2167   26.7923   29.8220   32.2440   34.0090     35.4385
   15.7000    0.0000    5.0254    9.9483   14.6685   19.0898   23.1220   26.6831   29.7004   32.1126   33.8705     35.2941
   15.7500    0.0000    5.0049    9.9078   14.6088   19.0120   23.0278   26.5744   29.5794   31.9817   33.7324     35.1503
   15.8000    0.0000    4.9845    9.8674   14.5492   18.9345   22.9340   26.4661   29.4589   31.8514   33.5950     35.0071
   15.8500    0.0000    4.9642    9.8272   14.4899   18.8573   22.8405   26.3582   29.3388   31.7216   33.4581     34.8644
   15.9000    0.0000    4.9439    9.7871   14.4308   18.7805   22.7474   26.2508   29.2193   31.5924   33.3217     34.7224
   15.9500    0.0000    4.9238    9.7472   14.3720   18.7039   22.6547   26.1438   29.1002   31.4636   33.1860     34.5809
   16.0000    0.0000    4.9037    9.7075   14.3135   18.6277   22.5624   26.0373   28.9816   31.3354   33.0507     34.4400
   16.0500    0.0000    4.8837    9.6679   14.2551   18.5518   22.4704   25.9311   28.8635   31.2077   32.9160     34.2996
   16.1000    0.0000    4.8638    9.6285   14.1970   18.4762   22.3788   25.8255   28.7459   31.0805   32.7819     34.1599
   16.1500    0.0000    4.8440    9.5893   14.1392   18.4009   22.2876   25.7202   28.6287   30.9539   32.6483     34.0207
   16.2000    0.0000    4.8243    9.5502   14.0815   18.3259   22.1968   25.6154   28.5120   30.8277   32.5153     33.8820
   16.2500    0.0000    4.8046    9.5113   14.0241   18.2512   22.1063   25.5110   28.3959   30.7021   32.3828     33.7440
   16.3000    0.0000    4.7850    9.4725   13.9670   18.1768   22.0162   25.4070   28.2801   30.5770   32.2508     33.6065
   16.3500    0.0000    4.7655    9.4339   13.9100   18.1027   21.9265   25.3035   28.1649   30.4524   32.1194     33.4695
   16.4000    0.0000    4.7461    9.3955   13.8534   18.0289   21.8372   25.2004   28.0501   30.3283   31.9885     33.3331
   16.4500    0.0000    4.7267    9.3572   13.7969   17.9555   21.7482   25.0977   27.9358   30.2047   31.8582     33.1973
   16.5000    0.0000    4.7075    9.3190   13.7407   17.8823   21.6595   24.9954   27.8220   30.0816   31.7283     33.0620
   16.5500    0.0000    4.6883    9.2810   13.6847   17.8094   21.5713   24.8935   27.7086   29.9590   31.5991     32.9273
   16.6000    0.0000    4.6692    9.2432   13.6289   17.7368   21.4833   24.7921   27.5957   29.8369   31.4703     32.7931
   16.6500    0.0000    4.6502    9.2055   13.5733   17.6645   21.3958   24.6911   27.4832   29.7154   31.3420     32.6595
   16.7000    0.0000    4.6312    9.1680   13.5180   17.5926   21.3086   24.5904   27.3712   29.5943   31.2143     32.5264
   16.7500    0.0000    4.6123    9.1307   13.4629   17.5209   21.2218   24.4902   27.2597   29.4737   31.0871     32.3939
   16.8000    0.0000    4.5935    9.0934   13.4081   17.4494   21.1353   24.3904   27.1486   29.3536   30.9604     32.2619
   16.8500    0.0000    4.5748    9.0564   13.3534   17.3783   21.0491   24.2910   27.0379   29.2339   30.8343     32.1304
   16.9000    0.0000    4.5562    9.0195   13.2990   17.3075   20.9633   24.1920   26.9278   29.1148   30.7086     31.9995
   16.9500    0.0000    4.5376    8.9827   13.2448   17.2370   20.8779   24.0934   26.8180   28.9962   30.5835     31.8691
   17.0000    0.0000    4.5191    8.9461   13.1908   17.1667   20.7928   23.9952   26.7087   28.8780   30.4589     31.7392
   17.0500    0.0000    4.5007    8.9096   13.1371   17.0968   20.7081   23.8975   26.5999   28.7603   30.3347     31.6099
   17.1000    0.0000    4.4823    8.8733   13.0835   17.0271   20.6237   23.8001   26.4915   28.6431   30.2111     31.4810
   17.1500    0.0000    4.4641    8.8372   13.0302   16.9577   20.5397   23.7031   26.3835   28.5264   30.0880     31.3528
   17.2000    0.0000    4.4459    8.8012   12.9771   16.8886   20.4559   23.6065   26.2760   28.4101   29.9654     31.2250
   17.2500    0.0000    4.4278    8.7653   12.9242   16.8198   20.3726   23.5103   26.1689   28.2944   29.8433     31.0978
   17.3000    0.0000    4.4097    8.7296   12.8715   16.7512   20.2896   23.4145   26.0623   28.1791   29.7217     30.9710
   17.3500    0.0000    4.3917    8.6940   12.8191   16.6829   20.2069   23.3191   25.9561   28.0642   29.6006     30.8448
   17.4000    0.0000    4.3738    8.6586   12.7668   16.6150   20.1245   23.2240   25.8503   27.9499   29.4799     30.7191
   17.4500    0.0000    4.3560    8.6233   12.7148   16.5472   20.0425   23.1294   25.7450   27.8360   29.3598     30.5939
   17.5000    0.0000    4.3383    8.5881   12.6630   16.4798   19.9608   23.0351   25.6400   27.7225   29.2402     30.4693
   17.5500    0.0000    4.3206    8.5531   12.6114   16.4126   19.8795   22.9412   25.5356   27.6096   29.1210     30.3451
   17.6000    0.0000    4.3030    8.5183   12.5600   16.3458   19.7985   22.8478   25.4315   27.4970   29.0023     30.2214
   17.6500    0.0000    4.2854    8.4836   12.5088   16.2791   19.7178   22.7546   25.3279   27.3850   28.8841     30.0983
   17.7000    0.0000    4.2680    8.4490   12.4578   16.2128   19.6374   22.6619   25.2246   27.2734   28.7664     29.9756
   17.7500    0.0000    4.2506    8.4145   12.4070   16.1467   19.5574   22.5696   25.1218   27.1623   28.6492     29.8535
   17.8000    0.0000    4.2333    8.3803   12.3565   16.0809   19.4777   22.4776   25.0195   27.0516   28.5325     29.7318
   17.8500    0.0000    4.2160    8.3461   12.3061   16.0154   19.3983   22.3860   24.9175   26.9413   28.4162     29.6107
   17.9000    0.0000    4.1988    8.3121   12.2560   15.9501   19.3193   22.2948   24.8160   26.8315   28.3004     29.4900
   17.9500    0.0000    4.1817    8.2782   12.2060   15.8851   19.2405   22.2039   24.7148   26.7222   28.1851     29.3698
   18.0000    0.0000    4.1647    8.2445   12.1563   15.8204   19.1621   22.1134   24.6141   26.6133   28.0702     29.2502
   18.0500    0.0000    4.1477    8.2109   12.1067   15.7559   19.0840   22.0233   24.5138   26.5048   27.9558     29.1310
   18.1000    0.0000    4.1308    8.1774   12.0574   15.6917   19.0063   21.9336   24.4139   26.3968   27.8419     29.0122
   18.1500    0.0000    4.1140    8.1441   12.0083   15.6278   18.9288   21.8442   24.3144   26.2893   27.7284     28.8940
   18.2000    0.0000    4.0972    8.1109   11.9593   15.5641   18.8517   21.7551   24.2153   26.1821   27.6154     28.7763
   18.2500    0.0000    4.0805    8.0778   11.9106   15.5006   18.7748   21.6665   24.1167   26.0754   27.5029     28.6590
   18.3000    0.0000    4.0639    8.0449   11.8621   15.4375   18.6983   21.5782   24.0184   25.9692   27.3908     28.5422
   18.3500    0.0000    4.0473    8.0121   11.8137   15.3746   18.6221   21.4903   23.9205   25.8633   27.2792     28.4259
   18.4000    0.0000    4.0308    7.9795   11.7656   15.3119   18.5462   21.4027   23.8230   25.7579   27.1680     28.3101
   18.4500    0.0000    4.0144    7.9470   11.7176   15.2495   18.4707   21.3155   23.7259   25.6530   27.0573     28.1947
   18.5000    0.0000    3.9980    7.9146   11.6699   15.1874   18.3954   21.2286   23.6293   25.5484   26.9471     28.0798
   18.5500    0.0000    3.9817    7.8823   11.6223   15.1255   18.3204   21.1421   23.5330   25.4443   26.8372     27.9654
   18.6000    0.0000    3.9655    7.8502   11.5749   15.0638   18.2458   21.0559   23.4371   25.3406   26.7279     27.8514
   18.6500    0.0000    3.9493    7.8182   11.5278   15.0024   18.1714   20.9701   23.3415   25.2374   26.6190     27.7379
   18.7000    0.0000    3.9332    7.7863   11.4808   14.9413   18.0974   20.8847   23.2464   25.1345   26.5105     27.6249
   18.7500    0.0000    3.9172    7.7546   11.4340   14.8804   18.0236   20.7996   23.1517   25.0321   26.4025     27.5123
   18.8000    0.0000    3.9013    7.7230   11.3874   14.8198   17.9502   20.7148   23.0573   24.9301   26.2949     27.4002
   18.8500    0.0000    3.8854    7.6915   11.3410   14.7594   17.8770   20.6304   22.9634   24.8285   26.1877     27.2885
   18.9000    0.0000    3.8695    7.6602   11.2948   14.6992   17.8042   20.5463   22.8698   24.7273   26.0810     27.1773
   18.9500    0.0000    3.8538    7.6290   11.2488   14.6393   17.7316   20.4626   22.7766   24.6265   25.9747     27.0666
   19.0000    0.0000    3.8380    7.5979   11.2029   14.5797   17.6593   20.3792   22.6838   24.5262   25.8689     26.9563
   19.0500    0.0000    3.8224    7.5669   11.1573   14.5202   17.5874   20.2961   22.5913   24.4262   25.7634     26.8464
   19.1000    0.0000    3.8068    7.5361   11.1118   14.4611   17.5157   20.2134   22.4993   24.3267   25.6584     26.7370
   19.1500    0.0000    3.7913    7.5054   11.0665   14.4021   17.4443   20.1311   22.4076   24.2276   25.5539     26.6281
   19.2000    0.0000    3.7759    7.4748   11.0214   14.3435   17.3732   20.0490   22.3163   24.1288   25.4497     26.5196
   19.2500    0.0000    3.7605    7.4443   10.9765   14.2850   17.3024   19.9673   22.2253   24.0305   25.3460     26.4115
   19.3000    0.0000    3.7452    7.4140   10.9318   14.2268   17.2319   19.8859   22.1348   23.9326   25.2427     26.3039
   19.3500    0.0000    3.7299    7.3838   10.8872   14.1688   17.1617   19.8049   22.0446   23.8351   25.1399     26.1967
   19.4000    0.0000    3.7147    7.3537   10.8428   14.1111   17.0918   19.7242   21.9547   23.7379   25.0374     26.0899
   19.4500    0.0000    3.6996    7.3237   10.7987   14.0536   17.0221   19.6438   21.8653   23.6412   24.9354     25.9836
   19.5000    0.0000    3.6845    7.2939   10.7547   13.9963   16.9527   19.5638   21.7762   23.5448   24.8338     25.8777
   19.5500    0.0000    3.6695    7.2641   10.7108   13.9393   16.8837   19.4840   21.6874   23.4489   24.7326     25.7722
   19.6000    0.0000    3.6545    7.2345   10.6672   13.8824   16.8149   19.4046   21.5990   23.3533   24.6318     25.6672
   19.6500    0.0000    3.6396    7.2051   10.6237   13.8259   16.7463   19.3256   21.5110   23.2582   24.5314     25.5626
   19.7000    0.0000    3.6248    7.1757   10.5804   13.7695   16.6781   19.2468   21.4234   23.1634   24.4314     25.4585
   19.7500    0.0000    3.6100    7.1465   10.5373   13.7134   16.6101   19.1684   21.3361   23.0690   24.3319     25.3547
   19.8000    0.0000    3.5953    7.1173   10.4943   13.6575   16.5424   19.0903   21.2491   22.9750   24.2327     25.2514
   19.8500    0.0000    3.5806    7.0883   10.4516   13.6019   16.4750   19.0125   21.1625   22.8814   24.1340     25.1485
   19.9000    0.0000    3.5661    7.0594   10.4090   13.5464   16.4079   18.9350   21.0763   22.7881   24.0356     25.0460
   19.9500    0.0000    3.5515    7.0307   10.3666   13.4912   16.3410   18.8578   20.9904   22.6952   23.9377     24.9439
   20.0000    0.0000    3.5370    7.0020   10.3243   13.4363   16.2744   18.7810   20.9048   22.6028   23.8401     24.8423
   20.0500    0.0000    3.5226    6.9735   10.2823   13.3815   16.2081   18.7044   20.8196   22.5107   23.7430     24.7410
   20.1000    0.0000    3.5083    6.9451   10.2404   13.3270   16.1420   18.6282   20.7348   22.4189   23.6462     24.6402
   20.1500    0.0000    3.4940    6.9168   10.1986   13.2727   16.0763   18.5523   20.6503   22.3276   23.5499     24.5398
   20.2000    0.0000    3.4797    6.8886   10.1571   13.2186   16.0107   18.4767   20.5662   22.2366   23.4539     24.4398
   20.2500    0.0000    3.4656    6.8605   10.1157   13.1647   15.9455   18.4014   20.4823   22.1459   23.3583     24.3402
   20.3000    0.0000    3.4514    6.8326   10.0744   13.1111   15.8805   18.3264   20.3989   22.0557   23.2631     24.2410
   20.3500    0.0000    3.4374    6.8047   10.0334   13.0576   15.8158   18.2517   20.3157   21.9658   23.1683     24.1422
   20.4000    0.0000    3.4234    6.7770    9.9925   13.0044   15.7514   18.1773   20.2330   21.8763   23.0739     24.0439
   20.4500    0.0000    3.4094    6.7494    9.9518   12.9514   15.6872   18.1033   20.1505   21.7872   22.9799     23.9459
   20.5000    0.0000    3.3955    6.7219    9.9112   12.8986   15.6232   18.0295   20.0684   21.6984   22.8862     23.8483
   20.5500    0.0000    3.3817    6.6945    9.8708   12.8461   15.5596   17.9560   19.9866   21.6099   22.7930     23.7511
   20.6000    0.0000    3.3679    6.6672    9.8306   12.7937   15.4962   17.8828   19.9052   21.5219   22.7001     23.6543
   20.6500    0.0000    3.3542    6.6400    9.7905   12.7416   15.4330   17.8100   19.8240   21.4342   22.6076     23.5579
   20.7000    0.0000    3.3405    6.6129    9.7506   12.6897   15.3701   17.7374   19.7433   21.3468   22.5154     23.4619
   20.7500    0.0000    3.3269    6.5860    9.7109   12.6380   15.3075   17.6651   19.6628   21.2598   22.4237     23.3663
   20.8000    0.0000    3.3133    6.5592    9.6713   12.5864   15.2451   17.5931   19.5827   21.1732   22.3323     23.2711
   20.8500    0.0000    3.2998    6.5324    9.6319   12.5352   15.1830   17.5214   19.5029   21.0869   22.2413     23.1762
   20.9000    0.0000    3.2864    6.5058    9.5927   12.4841   15.1211   17.4500   19.4234   21.0010   22.1507     23.0818
   20.9500    0.0000    3.2730    6.4793    9.5536   12.4332   15.0595   17.3789   19.3442   20.9154   22.0604     22.9877
   21.0000    0.0000    3.2597    6.4529    9.5146   12.3825   14.9981   17.3081   19.2654   20.8302   21.9705     22.8941
   21.0500    0.0000    3.2464    6.4266    9.4759   12.3321   14.9370   17.2376   19.1869   20.7453   21.8810     22.8008
   21.1000    0.0000    3.2331    6.4004    9.4373   12.2818   14.8761   17.1673   19.1087   20.6607   21.7918     22.7078
   21.1500    0.0000    3.2200    6.3743    9.3988   12.2318   14.8155   17.0974   19.0308   20.5765   21.7030     22.6153
   21.2000    0.0000    3.2068    6.3483    9.3605   12.1819   14.7551   17.0277   18.9533   20.4927   21.6146     22.5232
   21.2500    0.0000    3.1938    6.3225    9.3224   12.1323   14.6950   16.9583   18.8760   20.4092   21.5265     22.4314
   21.3000    0.0000    3.1808    6.2967    9.2844   12.0828   14.6351   16.8892   18.7991   20.3260   21.4387     22.3400
   21.3500    0.0000    3.1678    6.2711    9.2465   12.0336   14.5755   16.8204   18.7225   20.2432   21.3514     22.2489
   21.4000    0.0000    3.1549    6.2455    9.2088   11.9846   14.5161   16.7518   18.6462   20.1607   21.2644     22.1582
   21.4500    0.0000    3.1420    6.2200    9.1713   11.9357   14.4569   16.6835   18.5702   20.0785   21.1777     22.0679
   21.5000    0.0000    3.1292    6.1947    9.1339   11.8871   14.3980   16.6156   18.4946   19.9967   21.0914     21.9780
   21.5500    0.0000    3.1165    6.1695    9.0967   11.8386   14.3393   16.5478   18.4192   19.9152   21.0055     21.8885
   21.6000    0.0000    3.1038    6.1443    9.0596   11.7904   14.2809   16.4804   18.3441   19.8341   20.9199     21.7993
   21.6500    0.0000    3.0911    6.1193    9.0227   11.7423   14.2227   16.4132   18.2694   19.7532   20.8346     21.7104
   21.7000    0.0000    3.0785    6.0943    8.9860   11.6945   14.1647   16.3464   18.1949   19.6727   20.7497     21.6219
   21.7500    0.0000    3.0660    6.0695    8.9493   11.6468   14.1070   16.2797   18.1208   19.5926   20.6651     21.5338
   21.8000    0.0000    3.0535    6.0448    8.9129   11.5994   14.0495   16.2134   18.0469   19.5127   20.5809     21.4461
   21.8500    0.0000    3.0410    6.0201    8.8765   11.5521   13.9923   16.1473   17.9734   19.4332   20.4971     21.3587
   21.9000    0.0000    3.0287    5.9956    8.8404   11.5050   13.9352   16.0815   17.9001   19.3540   20.4135     21.2716
   21.9500    0.0000    3.0163    5.9712    8.8044   11.4581   13.8785   16.0160   17.8272   19.2751   20.3303     21.1850
   22.0000    0.0000    3.0040    5.9468    8.7685   11.4114   13.8219   15.9507   17.7545   19.1966   20.2475     21.0986
   22.0500    0.0000    2.9918    5.9226    8.7327   11.3649   13.7656   15.8857   17.6822   19.1184   20.1650     21.0126
   22.1000    0.0000    2.9796    5.8985    8.6972   11.3186   13.7095   15.8210   17.6101   19.0405   20.0828     20.9270
   22.1500    0.0000    2.9674    5.8744    8.6617   11.2725   13.6536   15.7565   17.5384   18.9629   20.0010     20.8417
   22.2000    0.0000    2.9554    5.8505    8.6264   11.2266   13.5980   15.6923   17.4669   18.8856   19.9195     20.7568
   22.2500    0.0000    2.9433    5.8266    8.5913   11.1808   13.5426   15.6284   17.3957   18.8086   19.8383     20.6722
   22.3000    0.0000    2.9313    5.8029    8.5562   11.1353   13.4874   15.5647   17.3248   18.7320   19.7574     20.5880
   22.3500    0.0000    2.9194    5.7793    8.5214   11.0899   13.4324   15.5012   17.2542   18.6556   19.6769     20.5041
   22.4000    0.0000    2.9075    5.7557    8.4867   11.0447   13.3777   15.4381   17.1839   18.5796   19.5967     20.4205
   22.4500    0.0000    2.8956    5.7322    8.4521   10.9997   13.3231   15.3752   17.1139   18.5039   19.5169     20.3373
   22.5000    0.0000    2.8838    5.7089    8.4176   10.9548   13.2689   15.3125   17.0441   18.4285   19.4373     20.2544
   22.5500    0.0000    2.8721    5.6856    8.3833   10.9102   13.2148   15.2501   16.9747   18.3534   19.3581     20.1719
